Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2018-01-11,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,13405.7998046875,16534099968,41693567877.290016,58975200256,,,-3122.5852392819243,,1057101000.2467926,,,814.3513245387335,,,,,,0.0,0.0,15438.58326822917,17015.293131510418,13861.873404947915,20.425577086803543,-0.14462825751317748,0.0,1.0,,,,,,1524.34287109375,,,,,,,,,,,,,,,,,,15409.150390625,,,15409.150390625,,0.0,0.0,0.0,,22894.392382661063,22565.299369845445,,,,,17418.3367081875,0.0,0.0,,,,,,,,,,,,,,,,,,14962.80535290106,-10.468634305373904,-11.058116741362234,-1.8407901109283475
2018-01-12,13453.900390625,14229.900390625,13158.099609375,13980.599609375,13980.599609375,12065699840,48146305963.46129,71040900096,,,-3272.0681574777395,,1574441406.0780787,,,849.2682253661051,,,,,,0.0,0.0,15364.52662760417,16820.316569010418,13908.736686197915,18.950013582465395,0.024681762503341365,0.0,0.0,,,,,,1479.088662109375,,,,,15249.89990234375,,14782.581158268456,,,,,,,,,,,15409.150390625,,,15409.150390625,,0.0,0.0,0.0,,22894.392382661063,22565.299369845445,,,,,17159.59052913375,0.0,0.0,,,,,,,,,,,,,,,,,,14943.573651351584,4.287694975770973,4.198319183702104,2.3679773997418607
2018-01-13,13952.400390625,14659.5,13952.400390625,14360.2001953125,14360.2001953125,12763599872,50104800308.17753,83804499968,,,3390.185750116436,,1920998072.1336615,,,849.2682253661051,,,,,,0.0,0.0,15276.319986979166,16729.989908854164,13822.650065104166,19.031676779669983,0.184894150356699,0.0,0.0,,,,,,1401.8897568359375,,,,,15308.483235677084,,14717.599471659847,,,,,,,,,,,15409.150390625,,,15409.150390625,,0.0,0.0,0.0,,22894.392382661063,22565.299369845445,,,,,16916.369120823227,0.0,0.0,,,,,,,,,,,5.14746792861166,,,,,,,14934.22640253051,2.715195317395036,2.6789878301524794,5.147467928611671
2018-01-14,14370.7998046875,14511.7998046875,13268.0,13772.0,13772.0,11084099584,48003474590.65125,72720400384,,1295397424067.2231,-4668.699240863013,,1466988416.8713222,15172.56710662945,51.830410073172814,814.4818206336623,,,,,,0.0,0.0,15132.676627604165,16588.976529947915,13676.37672526042,19.247089436739152,0.032830900622078586,0.0,0.0,,,,,,1386.0807616210936,13.246218112978287,,,,15207.6416015625,,14572.122629866024,,,,,,,,,,,15409.150390625,,,15409.150390625,,0.0,0.0,0.0,,22894.392382661063,22565.299369845445,,,,,16687.740997011333,0.0,0.0,44.371303165664216,,,,,,14.459993690980136,,-85.54000630901986,,-8.076969456389037,,,,,,,14889.430762951026,-4.096044534981502,-4.18229592243744,0.8405808148503446
2018-01-15,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,13819.7998046875,12750799872,40903117685.11821,85471200256,,1197410041127.7627,968.9132306429954,-393.2023108741427,1511243844.0780456,15174.338313605993,54.26442831913487,814.4818206336623,,,,,,0.0,0.0,14851.659993489584,16138.099934895834,13565.220052083334,17.323853925691505,0.09894739132783631,0.0,0.0,,,,,,1327.8526659277343,14.402014914963953,,,,15092.541585286459,,14456.380656761636,,1.0248550564460601,0.9829893522403109,0.0418657042057492,,,,-338.40755829943316,-338.40755829943316,0.0,15342.75,,,15409.150390625,,0.0,0.0,0.0,,22894.392382661063,22565.299369845445,,,,,16472.830560628154,0.0,0.0,44.798207402162866,,,,,,15.497653621241724,,-84.50234637875828,,-9.08624561089731,,,,,,,14722.027679194576,0.3470796157965417,0.3464786845698953,1.1905779153095208
2018-01-16,13836.099609375,13843.099609375,10194.900390625,11490.5,11490.5,18853799936,35440568811.70987,66617400320,,-5247384608825.06,-39175.893027523765,-3840.0857391610157,-1666526682.933945,14952.58183569433,47.61052024243199,814.4818206336623,,,,,,0.0,0.0,14302.47666015625,15858.956445312502,12745.996875,21.765178467199075,-0.4033129395490237,0.0,1.0,,,,,,1559.8873212099609,17.09228134525593,,,,14750.14990234375,,14000.091324952153,,0.8583689781384585,1.0764045343760908,-0.21803555623763238,,,,-348.23268512292344,-343.32012171117833,-4.912563411745111,13366.400390625,,,13953.650390625,,0.0,16.422196390541483,36.53167634361499,,22894.392382661063,22565.299369845445,,,,,16270.814750427964,0.0,0.0,31.936410827433804,,,,,,17.234447746923845,15.730698353048568,-82.76555225307615,,-26.339172161833968,,,,,,,13984.52197687837,-16.85480135462911,-18.458172530715267,-15.86489298191709
2018-01-17,11431.099609375,11678.0,9402.2900390625,11188.599609375,11188.599609375,18830600192,46171979521.87317,47786800128,,-5309896172374.051,-17872.213182373995,-5395.573914075995,-2161280223.133937,14600.024642022254,40.91834177381478,793.0821966132747,,,,,,0.0,0.0,13706.60966796875,15341.4705078125,12071.748828125,23.855072544515348,-0.27009920270474114,0.0,1.0,,,,,,1631.4695851827148,19.635706676039415,,,,14230.074869791666,,13567.554137940284,,0.7582122060073138,1.1730390888219815,-0.41482688281466773,,,,-359.2574735109939,-348.6325723111168,-10.624901199877115,12449.89501953125,,,13557.34521484375,,0.0,14.765467927618756,36.35991917288365,,22894.392382661063,22565.299369845445,,,,,15784.741601643727,0.0,0.0,30.705899018970896,,,,,,21.495617924936834,18.075906431034138,-78.50438207506316,,-35.806537138902435,,,,,,,13392.44270842581,-2.627391241677912,-2.662523913776127,-18.075451414886533
2018-01-18,11198.7998046875,12107.2998046875,10942.5,11474.900390625,11474.900390625,15020399616,44882465832.74272,62807199744,,-3937003555642.3296,7636.563104108175,-4819.085346045722,-1776928982.1488981,14332.46307591765,38.04189474118577,813.3760725596078,,,,,,0.0,0.0,13326.893001302082,14845.263802083335,11808.522200520832,22.78656849173924,-0.10986177082836855,0.0,1.0,,,,,,1584.8026071331933,21.69625546791851,,,,13725.733235677084,,13245.607407584086,,0.8405869853755952,1.1617598863029497,-0.3211729009273545,,,,-365.488779997931,-352.8466242328204,-12.642155765110601,12210.544921875,,,13557.34521484375,,0.0,15.929177388104666,34.44452001817315,,22894.392382661063,22565.299369845445,,,,,15146.496445385605,0.0,0.0,33.32937880619849,,,,,,24.940828266772648,21.223631312877774,-75.05917173322734,,-34.53015124878758,,,,,,,13113.920347858095,2.558861620270214,2.5266707476315986,-15.979115583562443
2018-01-19,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,11607.400390625,10740400128,45535518742.42787,73547599872,,-3171274045270.5684,439.7521077831811,-5779.606701830511,-1652910213.4872823,13926.829944766001,32.37719175726667,822.768078236816,,,,,,0.0,0.0,13002.072981770832,14495.163802083334,11508.982161458332,22.966965689330372,0.03295788435229572,0.0,0.0,,,,,,1508.392365951124,23.49905757839077,,,,13319.88330078125,,12993.57555882115,,0.8059720162953088,1.2749808437043715,-0.4690088274090627,,,,-370.18459753373605,-356.3142188930035,-13.870378640732554,12210.544921875,,,13557.34521484375,,0.0,15.316931220247538,33.12062708440793,,22894.392382661063,22565.299369845445,,,,,14572.075804753295,0.0,0.0,34.56411859434405,,,,,,26.535271594171867,24.323905928627116,-73.46472840582813,,-29.55648476844333,,,,,,,12942.100769280501,1.154694119247024,1.1480784055017068,-15.008931372266499
2018-01-20,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,12899.2001953125,11801700352,54012385597.87165,85349300224,0.16993881938228333,-540315723132.7732,9772.464942031553,-5371.564676507396,-339486561.6239977,13552.202320024782,28.351486801394927,822.768078236816,14180.569970703125,17800.57117830321,10560.568763103041,51.055792751334536,0.3230152834341011,0.0,0.0,12802.75966796875,14312.3205078125,11293.198828125,23.581803907801582,0.5319432396490005,0.0,0.0,9402.2900390625,17712.400390625,13557.34521484375,58.60208982241956,0.4208018917092355,1507.1130902935115,24.2052196391173,,,,13130.641682942709,,12979.056272127513,,0.7581233386063122,1.2138957206977994,-0.4557723820914872,,,414.83041992187464,-374.2241708156961,-359.2992108801189,-14.924959935577192,12030.89501953125,,,13557.34521484375,,0.0,19.44917192443819,30.7975461965531,-75.46915646829515,22894.392382661063,22565.299369845445,,,,,14055.097228184215,0.0,0.0,45.216664859917046,,,,,,42.763577998140576,31.413225953028363,-57.236422001859424,,-14.969574838250255,,,,,,,12939.810650706866,11.129105236439107,10.552244967375835,-5.55018590311186
2018-01-21,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,11600.099609375,9935179776,47932124493.617744,75414120448,0.14936957297984854,-2306956029598.948,-4653.100271772727,-5432.010769798207,-1340075565.048122,13227.049857237766,29.89313499131093,739.9056932560375,14077.71494140625,17864.411970163572,10291.01791264893,53.79704084815147,0.1728527113186649,0.0,0.0,12611.216341145835,14090.257259114584,11132.175423177085,23.45595980529133,0.15818500371191288,0.0,0.0,9402.2900390625,17712.400390625,13557.34521484375,59.030250194371305,0.26447417390784217,1517.5017812641604,24.957760677278507,,,,12881.033284505209,,12766.90909324251,,0.7737201771691873,1.2160189676426427,-0.44229879047345544,,,895.5848632812504,-372.6414041446378,-361.2052384893359,-11.43616565530192,12030.89501953125,,,13557.34521484375,,0.0,17.985782229451956,30.19902882579728,-95.63203851665678,22894.392382661063,22565.299369845445,,,,,13589.816509272043,0.0,0.0,38.4395079653285,,,,,,30.800582739656473,33.366477443989645,-69.19941726034352,,-20.52222413284365,,,,,,,12877.953463272257,-10.071171594108497,-10.615162399161626,-15.062388751125944
2018-01-22,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10931.400390625,10537400320,45833436182.86005,64876720128,0.11346887505980645,-2984012505604.8125,-16197.357899327055,-5269.015132805135,-1947514431.8614092,12914.659158822367,31.84607237345304,739.9056932560375,13875.17998046875,17874.08851542574,9876.271445511758,57.641177131914866,0.13192711659815315,0.0,0.0,12336.863053385418,13881.343912760418,10792.382194010417,25.038469709707478,0.04500482986588738,0.0,0.0,9402.2900390625,17712.400390625,13557.34521484375,59.891910326641806,0.18400602240799252,1538.3716226689944,25.729787206170116,,,,12544.208333333334,,12484.523138993662,,0.8070711005107909,1.216890880435159,-0.40981977992436813,,,-469.3801757812507,-375.7765417214821,-363.0266513933542,-12.74989032812789,11957.044921875,,,13557.34521484375,,0.0,16.548939150023937,32.63659108361428,-118.35413871564187,22894.392382661063,22565.299369845445,,,,,13171.063862251089,0.0,0.0,35.490763889165265,,,,,,25.087082501868544,32.883747746555194,-74.91291749813146,,-26.99404584684235,,,,,,,12684.600393548093,-5.764598936801968,-5.937426753876451,-19.958701386123522
2018-01-23,10944.5,11377.599609375,10129.7001953125,10868.400390625,10868.400390625,9660609536,47610117298.11375,55216110592,0.12317211603859532,-2644670490628.125,-4516.573369016679,-5401.864023207769,-2003190592.1903238,12636.648069190387,33.75152158724103,735.6414583904747,13658.55,17813.08249268104,9504.017507318958,60.834166037845016,0.1642041415862854,0.0,0.0,11983.64970703125,13582.210546875,10385.0888671875,26.67903149581909,0.15117082546721866,0.0,0.0,9402.2900390625,17712.400390625,13557.34521484375,60.84181960429548,0.17642489564375474,1509.3244018083449,26.376549083386,,,,12332.758382161459,,12235.888870013867,,0.7931429363401535,1.193597790953159,-0.40045485461300545,,,322.0496093750007,-378.03965323645946,-364.69476270925475,-13.344890527204711,11923.89501953125,,,13557.34521484375,,0.0,15.5799494581148,31.2441010666888,-111.14718685662024,22894.392382661063,22565.299369845445,,,,,12895.900390625,0.0,0.0,35.21666836356317,,,,,,26.10358412506655,27.330416455530525,-73.89641587493345,,-18.927624244957528,,,,,,,12443.276560057782,-0.5763214020962026,-0.5779885423653042,-20.41999652055102
2018-01-24,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,11359.400390625,9940989952,54274367200.899345,65157100544,0.09361963738271808,-1569570982476.6787,2747.0551254235393,-4894.539723395072,-1554088066.4274402,12360.032976159593,41.11838978841074,735.6414583904747,13446.560009765624,17616.01733153411,9277.102687997141,62.015226477856004,0.24970848025668815,0.0,0.0,11715.276399739583,13275.617317708335,10154.935481770834,26.637714121767285,0.3859620980849932,0.0,0.0,9402.2900390625,17712.400390625,13557.34521484375,61.80101338578228,0.23550955026662387,1444.5520202212604,26.678636278503713,,,,12114.325113932291,,12101.044488569427,,0.849279604577503,1.1660813851549148,-0.3168017805774118,,,913.6401855468757,-374.8596888461555,-368.74499943666837,-6.114689409487141,11622.69482421875,,,13557.34521484375,,0.0,15.529415107989342,29.940573554459448,-85.34129232136199,22894.392382661063,22565.299369845445,,,,,12546.53935546875,0.0,0.0,39.160325131724754,,,,,,34.845668096950504,28.678778241295202,-65.1543319030495,,-18.74883261081518,,,,,,,12361.479992638877,4.517684133384825,4.418609725643563,-16.824823330012862
2018-01-25,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,11259.400390625,8873169920,50323292034.47154,56283930624,0.017352009783528903,-1472106126694.2961,2880.559721109609,-4465.743654795677,-1632201079.5696049,12167.189044349641,48.417129147230845,729.1653995045003,13138.055029296875,16983.52565236903,9292.58440622472,58.53942024899492,0.25573150560554625,0.0,0.0,11455.126432291667,13007.917350260417,9902.335514322916,27.110847307481095,0.4369760476437158,0.0,0.0,9402.2900390625,17712.400390625,13557.34521484375,63.25221148055461,0.2234760157202147,1372.9267986678844,26.562421509751285,,,,11855.925130208334,,11971.560781193362,,0.8917579853126959,1.1639140782391941,-0.2721560929264982,,,633.9449707031254,-374.53079219908403,-371.66701133401955,-2.8637808650644843,11252.64501953125,,,13557.34521484375,,0.0,16.389505067995085,28.84507275757372,-70.10649162121742,22894.392382661063,22565.299369845445,,,,,12232.114423828125,0.0,0.0,38.644354386957446,,,,,,35.32501774441833,32.091423322145125,-64.67498225558167,,-21.593012371092655,,,,,,,12271.386726522675,-0.8803281560753051,-0.8842259367552785,-17.55703782910414
2018-01-26,11256.0,11656.7001953125,10470.2998046875,11171.400390625,11171.400390625,9746199552,52096080963.200745,46537731072,-0.017006735329942353,-1384328902963.111,-4358.5297548555745,-4543.34805460838,-1708374368.6277084,11991.387844731174,49.7951300765125,729.1653995045003,12820.275048828125,16182.519292090943,9458.030805565308,52.451982979415924,0.2547955266029379,0.0,0.0,11380.789778645834,12687.400813802084,10074.178743489585,22.96169353040662,0.4198730982722051,0.0,0.0,9402.2900390625,17579.599609375,13490.94482421875,63.784197602374924,0.21634381532835775,1354.274157863596,26.674704208879472,-853.0819100721092,,,11639.20849609375,13492.36542217548,11848.459182644383,12701.541092716492,0.8596442702873467,1.1291474097925347,-0.269503139505188,,,999.5247558593746,-369.9609705572022,-372.85628878359825,2.895318226396057,11616.35009765625,13557.34521484375,12586.84765625,13557.34521484375,,0.0,15.400939311543516,30.090063856099796,-74.41704659734773,22894.392382661063,22565.299369845445,20.0,64.0,-44.0,,11949.131985351563,0.0,0.0,38.167766617795536,,,,,,33.65112606701028,34.60727063612637,-66.34887393298972,,-18.8832385229088,-6.716365390978392,,,-8.904499811668552,,,12259.21193172489,-0.7815691506385392,-0.784639410255572,-18.20138658830446
2018-01-27,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,11440.7001953125,7583269888,55456858656.07769,54121000960,0.024457245791601554,-894828616863.9526,1968.2929278119998,-4644.911827630125,-1525570688.8451102,11781.84378872666,47.30143597707683,746.7427929203011,12568.430078125,15527.555550512878,9609.304605737123,47.08822747143499,0.30944878929002045,0.0,0.0,11439.98681640625,12581.596875,10298.3767578125,19.958240807700058,0.5003124442102099,0.0,0.0,9402.2900390625,16537.900390625,12970.09521484375,56.77407844263564,0.2856672458024064,1281.4167616084865,26.634379306439776,-822.418439939398,,,11440.9501953125,13407.11542217548,11785.72703074717,12608.145470686568,0.844889663363217,1.1539374896201005,-0.30904782625688343,,,-1077.9300781250004,-361.78372692645104,-372.4446162201005,10.660889293649461,11616.35009765625,13557.34521484375,12586.84765625,13557.34521484375,,0.0,14.890812884172677,29.093388493398553,-58.83669795066131,,13633.4501953125,16.0,60.0,-44.0,,11785.7001953125,0.0,0.0,40.582714129726085,0.6806542961974492,,,,,39.89443703510879,36.290193615512464,-60.10556296489121,,-17.215152484105015,-6.5229136342968745,,,-11.006974978755343,,,12251.528730469317,2.4106181433931617,2.382021404816115,-16.229534372358103
2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,11786.2998046875,8350360064,56299284361.64937,62471361024,0.041628381087687724,-354727217846.38806,3083.681088570287,-4091.1703755277463,-1273323787.2576175,11640.095817754142,53.8731265455106,746.7427929203011,12399.240087890625,15121.46918058494,9677.01099519631,43.90961177294897,0.38741941579272643,0.0,0.0,11465.89345703125,12547.52353515625,10384.26337890625,18.866913113721814,0.6481127208535441,0.0,0.0,9402.2900390625,15497.5,12449.89501953125,49.157931596874384,0.3911284075369763,1213.2350463851378,26.307228934811082,-761.4528641309826,,,11465.600179036459,13284.200045072115,11785.815149814913,12547.268013945895,0.9000080585657696,1.1268814166200047,-0.22687335805423514,,,-1210.6404785156246,-352.38094524297526,-370.46643263223814,18.08548738926288,11616.35009765625,13557.34521484375,12586.84765625,13557.34521484375,,30.617948476017457,16.74365499542621,28.131760154021467,-33.43603810868373,,14299.64990234375,12.0,56.00000000000001,-44.00000000000001,9402.2900390625,,1.0,0.0,43.62567258961956,0.8903578013912913,,,,,47.27167387617207,40.27241232609705,-52.72832612382793,,2.5742988093425003,-6.068674577482936,,,-12.096603489657396,,,12246.49680503634,3.020790716258781,2.9760633486411336,-13.699003923711539
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,11296.400390625,7107359744,51584183810.67115,55364001280,0.07080615360660422,-801464954456.4756,-2257.5240704214552,-4321.630182746636,-1568742318.2483382,11442.342329778921,46.85832227507932,715.704310718995,12234.290087890626,14799.504365026754,9669.075810754497,41.93482839964947,0.31719076928093703,0.0,0.0,11451.856803385417,12521.056803385418,10382.656803385416,18.672954410046795,0.42730246316852927,0.0,0.0,9402.2900390625,15018.7998046875,12210.544921875,45.90793356440161,0.33723975041494925,1161.551483152874,25.906423203537727,-744.0905814811595,,,11474.583577473959,13134.02313701923,11710.520571478002,12454.611152959162,0.8635924426164429,1.132876004298146,-0.2692835616817032,,,-759.3896972656257,-343.84890267519313,-367.091402838849,23.242500163655848,11512.80029296875,13557.34521484375,12535.07275390625,13557.34521484375,,30.444525938080186,16.078915564317743,28.702933595923145,-45.86924170157219,,14363.75,8.0,52.0,-44.0,9455.050234375,,0.0,0.0,40.46228788647594,0.6723551998871548,0.7477890991586317,,,53.98038233625456,42.652366006075134,43.27282563911867,-57.347633993924866,,0.9634877018896362,-5.974418408914892,,,-13.854196718186849,,,12236.76846967088,-4.156515803778071,-4.245369798060672,-17.28611846444037
