"Date","Price","Open","High","Low","Vol.","Change %"
"04/08/2023","0.3395","0.3450","0.3484","0.3361","31.51M","-1.63%"
"04/07/2023","0.3451","0.3525","0.3535","0.3420","36.72M","-2.11%"
"04/06/2023","0.3525","0.3639","0.3644","0.3489","38.43M","-3.13%"
"04/05/2023","0.3639","0.3608","0.3752","0.3530","58.23M","0.86%"
"04/04/2023","0.3608","0.3513","0.3626","0.3453","54.40M","2.69%"
"04/03/2023","0.3513","0.3493","0.3602","0.3374","56.11M","0.61%"
"04/02/2023","0.3492","0.3632","0.3642","0.3434","31.70M","-3.90%"
"04/01/2023","0.3634","0.3666","0.3763","0.3595","33.16M","-0.89%"
"03/31/2023","0.3666","0.3652","0.3706","0.3555","43.89M","0.39%"
"03/30/2023","0.3652","0.3849","0.3899","0.3557","59.11M","-5.13%"
"03/29/2023","0.3850","0.3558","0.3901","0.3542","104.78M","8.18%"
"03/28/2023","0.3558","0.3460","0.3591","0.3336","56.57M","2.80%"
"03/27/2023","0.3461","0.3727","0.3742","0.3338","50.78M","-7.11%"
"03/26/2023","0.3726","0.3640","0.3782","0.3611","34.08M","2.38%"
"03/25/2023","0.3640","0.3678","0.3778","0.3580","34.60M","-1.04%"
"03/24/2023","0.3678","0.3869","0.3882","0.3596","49.34M","-4.93%"
"03/23/2023","0.3868","0.3794","0.3925","0.3736","62.70M","2.01%"
"03/22/2023","0.3792","0.3956","0.4032","0.3603","89.68M","-4.30%"
"03/21/2023","0.3963","0.3922","0.4147","0.3800","57.89M","1.04%"
"03/20/2023","0.3922","0.4197","0.4222","0.3844","87.13M","-6.41%"
"03/19/2023","0.4190","0.4170","0.4347","0.4123","71.91M","0.50%"
"03/18/2023","0.4170","0.4506","0.4608","0.4133","106.08M","-7.47%"
"03/17/2023","0.4507","0.4215","0.4507","0.4103","117.20M","6.92%"
"03/16/2023","0.4215","0.4093","0.4373","0.3969","127.56M","2.98%"
"03/15/2023","0.4093","0.4507","0.4800","0.3799","218.19M","-9.17%"
"03/14/2023","0.4506","0.3887","0.4820","0.3745","223.71M","16.04%"
"03/13/2023","0.3883","0.3796","0.3978","0.3541","144.81M","1.79%"
"03/12/2023","0.3815","0.3153","0.3854","0.3086","91.99M","21.01%"
"03/11/2023","0.3153","0.3339","0.3408","0.3028","77.12M","-5.59%"
"03/10/2023","0.3339","0.3198","0.3375","0.2963","128.89M","4.29%"
"03/09/2023","0.3202","0.3470","0.3720","0.3148","116.31M","-7.72%"
"03/08/2023","0.3470","0.4005","0.4050","0.3402","80.70M","-13.36%"
"03/07/2023","0.4005","0.4200","0.4265","0.3868","74.83M","-4.71%"
"03/06/2023","0.4203","0.4316","0.4316","0.4120","54.06M","-2.61%"
"03/05/2023","0.4316","0.4297","0.4447","0.4244","67.88M","0.64%"
"03/04/2023","0.4288","0.4401","0.4443","0.4093","90.06M","-2.55%"
"03/03/2023","0.4401","0.4682","0.4697","0.4021","123.77M","-6.17%"
"03/02/2023","0.4690","0.4844","0.4871","0.4495","100.38M","-3.16%"
"03/01/2023","0.4843","0.4393","0.4929","0.4393","158.29M","10.25%"
"02/28/2023","0.4393","0.4345","0.4905","0.4325","195.32M","1.11%"
"02/27/2023","0.4345","0.4336","0.4501","0.4215","69.73M","0.00%"
"02/26/2023","0.4344","0.4270","0.4366","0.4174","57.63M","1.71%"
"02/25/2023","0.4271","0.4762","0.4806","0.4054","121.41M","-10.31%"
"02/24/2023","0.4762","0.4364","0.4796","0.4327","175.47M","9.14%"
"02/23/2023","0.4363","0.4383","0.4707","0.4267","101.35M","-0.43%"
"02/22/2023","0.4382","0.4345","0.4416","0.4044","113.40M","0.87%"
"02/21/2023","0.4345","0.4172","0.4994","0.4163","268.35M","4.09%"
"02/20/2023","0.4174","0.4151","0.4300","0.4093","54.19M","0.54%"
"02/19/2023","0.4151","0.4323","0.4425","0.4105","51.31M","-3.97%"
"02/18/2023","0.4323","0.4430","0.4548","0.4299","45.65M","-2.42%"
"02/17/2023","0.4430","0.4134","0.4478","0.4121","74.88M","7.15%"
"02/16/2023","0.4135","0.4737","0.4830","0.4120","128.20M","-12.71%"
"02/15/2023","0.4736","0.4528","0.4790","0.4149","141.87M","4.61%"
"02/14/2023","0.4528","0.3854","0.4613","0.3781","174.16M","17.47%"
"02/13/2023","0.3854","0.3978","0.4081","0.3663","84.16M","-3.10%"
"02/12/2023","0.3978","0.4170","0.4243","0.3946","68.45M","-4.60%"
"02/11/2023","0.4170","0.4218","0.4283","0.3991","77.90M","-1.16%"
"02/10/2023","0.4218","0.3889","0.4501","0.3797","224.04M","8.46%"
"02/09/2023","0.3889","0.4769","0.4961","0.3679","232.40M","-18.45%"
"02/08/2023","0.4769","0.5410","0.6009","0.4457","307.14M","-11.85%"
"02/07/2023","0.5410","0.4329","0.5752","0.4329","330.02M","24.97%"
"02/06/2023","0.4329","0.4503","0.4721","0.4067","240.43M","-3.86%"
"02/05/2023","0.4503","0.3313","0.4574","0.3271","340.77M","35.90%"
"02/04/2023","0.3313","0.3300","0.3497","0.3147","145.86M","0.41%"
"02/03/2023","0.3300","0.2742","0.3369","0.2679","186.97M","20.15%"
"02/02/2023","0.2746","0.2886","0.2988","0.2723","93.40M","-4.83%"
"02/01/2023","0.2886","0.2754","0.2995","0.2580","90.55M","4.76%"
"01/31/2023","0.2755","0.2659","0.2825","0.2590","66.89M","3.59%"
"01/30/2023","0.2659","0.2890","0.2890","0.2592","54.08M","-7.98%"
"01/29/2023","0.2890","0.2941","0.2966","0.2835","50.20M","-1.74%"
"01/28/2023","0.2941","0.2807","0.3111","0.2800","105.08M","4.78%"
"01/27/2023","0.2807","0.2636","0.2973","0.2565","97.95M","6.49%"
"01/26/2023","0.2636","0.2701","0.2798","0.2602","52.63M","-2.42%"
"01/25/2023","0.2701","0.2660","0.2794","0.2528","69.46M","1.77%"
"01/24/2023","0.2654","0.2849","0.2934","0.2585","69.34M","-6.84%"
"01/23/2023","0.2849","0.2654","0.3055","0.2641","159.50M","7.33%"
"01/22/2023","0.2654","0.2686","0.2836","0.2570","84.27M","-1.18%"
"01/21/2023","0.2686","0.2830","0.3068","0.2675","127.14M","-5.10%"
"01/20/2023","0.2830","0.2720","0.2940","0.2590","107.59M","3.98%"
"01/19/2023","0.2722","0.2496","0.2744","0.2444","108.62M","9.07%"
"01/18/2023","0.2496","0.2796","0.2975","0.2379","212.17M","-10.74%"
"01/17/2023","0.2796","0.2297","0.2827","0.2248","239.68M","21.69%"
"01/16/2023","0.2297","0.2276","0.2488","0.2181","91.09M","0.92%"
"01/15/2023","0.2276","0.2384","0.2475","0.2121","112.74M","-4.39%"
"01/14/2023","0.2381","0.2396","0.2651","0.2250","169.96M","-0.61%"
"01/13/2023","0.2396","0.2024","0.2536","0.2018","245.39M","18.33%"
"01/12/2023","0.2024","0.1806","0.2174","0.1790","192.45M","12.14%"
"01/11/2023","0.1805","0.1891","0.2058","0.1734","213.03M","-4.55%"
"01/10/2023","0.1891","0.1530","0.1967","0.1463","238.93M","23.66%"
"01/09/2023","0.1530","0.1399","0.1716","0.1389","165.24M","9.31%"
"01/08/2023","0.1399","0.1577","0.1687","0.1388","190.99M","-11.25%"
"01/07/2023","0.1577","0.1242","0.1683","0.1238","210.99M","26.98%"
"01/06/2023","0.1242","0.1068","0.1338","0.1065","166.95M","16.21%"
"01/05/2023","0.1068","0.1127","0.1134","0.1059","57.74M","-5.24%"
"01/04/2023","0.1127","0.1025","0.1169","0.1014","110.93M","9.95%"
"01/03/2023","0.1025","0.0965","0.1039","0.0962","80.53M","6.31%"
"01/02/2023","0.0965","0.0914","0.1008","0.0903","60.57M","5.55%"
"01/01/2023","0.0914","0.0916","0.0945","0.0901","28.35M","-0.18%"
"12/31/2022","0.0916","0.0936","0.0955","0.0911","26.34M","-2.10%"
"12/30/2022","0.0935","0.0925","0.0952","0.0892","39.49M","1.18%"
"12/29/2022","0.0924","0.0959","0.0989","0.0901","44.48M","-3.58%"
"12/28/2022","0.0959","0.0980","0.1042","0.0935","68.92M","-2.12%"
"12/27/2022","0.0979","0.0990","0.1019","0.0958","61.57M","-1.02%"
"12/26/2022","0.0989","0.0951","0.1054","0.0938","87.73M","4.04%"
"12/25/2022","0.0951","0.0931","0.0983","0.0916","54.19M","2.09%"
"12/24/2022","0.0932","0.0902","0.0952","0.0894","37.79M","3.29%"
"12/23/2022","0.0902","0.0945","0.0963","0.0896","45.49M","-4.58%"
"12/22/2022","0.0945","0.0933","0.1005","0.0882","100.31M","1.33%"
"12/21/2022","0.0933","0.0855","0.0962","0.0812","103.17M","9.08%"
"12/20/2022","0.0855","0.0843","0.0908","0.0842","39.45M","1.38%"
"12/19/2022","0.0843","0.0877","0.0910","0.0832","54.81M","-3.89%"
"12/18/2022","0.0878","0.0895","0.0928","0.0859","54.95M","-1.94%"
"12/17/2022","0.0895","0.0907","0.0939","0.0858","56.68M","-1.38%"
"12/16/2022","0.0907","0.1017","0.1066","0.0898","100.34M","-10.79%"
"12/15/2022","0.1017","0.0997","0.1049","0.0953","84.99M","2.04%"
"12/14/2022","0.0997","0.0910","0.1129","0.0903","160.07M","9.89%"
"12/13/2022","0.0907","0.0952","0.0986","0.0887","75.96M","-4.83%"
"12/12/2022","0.0953","0.1039","0.1088","0.0939","98.35M","-8.24%"
"12/11/2022","0.1039","0.0930","0.1128","0.0924","161.53M","11.72%"
"12/10/2022","0.0930","0.1202","0.1278","0.0928","200.30M","-22.62%"
"12/09/2022","0.1202","0.0888","0.1303","0.0888","533.55M","35.36%"
"12/08/2022","0.0888","0.0830","0.0989","0.0739","302.03M","6.99%"
"12/07/2022","0.0830","0.0700","0.0838","0.0658","159.36M","18.55%"
"12/06/2022","0.0700","0.0685","0.0794","0.0675","133.07M","2.15%"
"12/05/2022","0.0685","0.0635","0.0736","0.0633","196.72M","7.85%"
"12/04/2022","0.0635","0.0636","0.0650","0.0628","38.94M","0.00%"
"12/03/2022","0.0636","0.0642","0.0665","0.0625","34.92M","-1.19%"
"12/02/2022","0.0643","0.0641","0.0657","0.0626","39.10M","0.68%"
"12/01/2022","0.0639","0.0641","0.0684","0.0626","37.22M","-0.66%"
"11/30/2022","0.0643","0.0623","0.0663","0.0619","48.15M","3.37%"
"11/29/2022","0.0622","0.0613","0.0639","0.0609","50.73M","1.24%"
"11/28/2022","0.0615","0.0627","0.0654","0.0595","52.26M","-1.94%"
"11/27/2022","0.0627","0.0615","0.0657","0.0611","61.42M","1.89%"
"11/26/2022","0.0615","0.0621","0.0644","0.0610","48.80M","-0.91%"
"11/25/2022","0.0621","0.0634","0.0651","0.0599","60.60M","-2.14%"
"11/24/2022","0.0634","0.0641","0.0696","0.0607","95.57M","-0.97%"
"11/23/2022","0.0641","0.0574","0.0747","0.0568","176.47M","11.66%"
"11/22/2022","0.0574","0.0552","0.0588","0.0542","29.95M","3.83%"
"11/21/2022","0.0552","0.0583","0.0592","0.0550","47.88M","-5.27%"
"11/20/2022","0.0583","0.0603","0.0639","0.0575","45.58M","-3.31%"
"11/19/2022","0.0603","0.0616","0.0669","0.0601","29.04M","1.18%"
"11/18/2022","0.0596","0.0605","0.0649","0.0594","37.30M","-3.61%"
"11/17/2022","0.0618","0.0610","0.0633","0.0603","32.72M","2.43%"
"11/16/2022","0.0604","0.0631","0.0664","0.0595","33.11M","-4.12%"
"11/15/2022","0.0630","0.0633","0.0670","0.0616","36.03M","-0.29%"
"11/14/2022","0.0632","0.0601","0.0656","0.0569","43.39M","5.09%"
"11/13/2022","0.0601","0.0616","0.0670","0.0588","40.55M","-2.49%"
"11/12/2022","0.0616","0.0649","0.0673","0.0613","32.76M","-4.97%"
"11/11/2022","0.0649","0.0688","0.0697","0.0620","44.35M","-5.76%"
"11/10/2022","0.0688","0.0600","0.0705","0.0589","52.05M","14.66%"
"11/09/2022","0.0600","0.0771","0.0774","0.0578","64.19M","-22.10%"
"11/08/2022","0.0771","0.0879","0.0891","0.0717","52.08M","-12.37%"
"11/07/2022","0.0879","0.0886","0.0914","0.0860","32.20M","-0.81%"
"11/06/2022","0.0886","0.0887","0.1002","0.0879","57.85M","-0.06%"
"11/05/2022","0.0887","0.0904","0.0940","0.0883","33.25M","-1.88%"
"11/04/2022","0.0904","0.0871","0.0925","0.0864","51.65M","3.86%"
"11/03/2022","0.0870","0.0807","0.0904","0.0800","62.50M","7.85%"
"11/02/2022","0.0807","0.0826","0.0833","0.0791","38.31M","-2.30%"
"11/01/2022","0.0826","0.0850","0.0856","0.0818","31.82M","-2.81%"
"10/31/2022","0.0850","0.0840","0.0865","0.0834","38.02M","1.15%"
"10/30/2022","0.0840","0.0841","0.0865","0.0831","34.58M","-0.06%"
"10/29/2022","0.0841","0.0821","0.0876","0.0820","39.82M","2.34%"
"10/28/2022","0.0822","0.0810","0.0834","0.0804","29.03M","1.43%"
"10/27/2022","0.0810","0.0817","0.0839","0.0808","26.23M","-0.82%"
"10/26/2022","0.0817","0.0817","0.0836","0.0813","32.11M","0.00%"
"10/25/2022","0.0817","0.0803","0.0826","0.0794","34.45M","1.77%"
"10/24/2022","0.0803","0.0814","0.0817","0.0796","31.93M","-1.39%"
"10/23/2022","0.0814","0.0813","0.0828","0.0800","29.73M","0.19%"
"10/22/2022","0.0812","0.0804","0.0828","0.0803","32.99M","1.04%"
"10/21/2022","0.0804","0.0808","0.0821","0.0776","34.30M","-0.45%"
"10/20/2022","0.0808","0.0821","0.0835","0.0793","28.94M","-1.60%"
"10/19/2022","0.0821","0.0851","0.0857","0.0817","31.37M","-3.56%"
"10/18/2022","0.0851","0.0871","0.0903","0.0843","44.19M","-2.42%"
"10/17/2022","0.0872","0.0855","0.0895","0.0830","53.11M","2.02%"
"10/16/2022","0.0855","0.0821","0.0938","0.0813","74.20M","4.16%"
"10/15/2022","0.0821","0.0810","0.0867","0.0808","39.25M","1.38%"
"10/14/2022","0.0810","0.0827","0.0875","0.0795","52.96M","-2.44%"
"10/13/2022","0.0830","0.0799","0.0861","0.0735","74.86M","3.91%"
"10/12/2022","0.0799","0.0801","0.0825","0.0793","41.13M","0.00%"
"10/11/2022","0.0799","0.0801","0.0834","0.0792","38.14M","-0.27%"
"10/10/2022","0.0801","0.0828","0.0842","0.0800","43.99M","-3.28%"
"10/09/2022","0.0828","0.0814","0.0836","0.0803","67.42M","1.87%"
"10/08/2022","0.0813","0.0801","0.0870","0.0797","64.14M","1.37%"
"10/07/2022","0.0802","0.0818","0.0823","0.0793","28.38M","-0.57%"
"10/06/2022","0.0807","0.0814","0.0828","0.0803","29.37M","-0.87%"
"10/05/2022","0.0814","0.0823","0.0842","0.0800","27.54M","-1.19%"
"10/04/2022","0.0823","0.0807","0.0840","0.0803","29.43M","1.98%"
"10/03/2022","0.0807","0.0788","0.0826","0.0782","34.40M","2.42%"
"10/02/2022","0.0788","0.0810","0.0838","0.0780","33.35M","-2.64%"
"10/01/2022","0.0810","0.0826","0.0856","0.0809","30.45M","-1.94%"
"09/30/2022","0.0826","0.0828","0.0839","0.0813","33.92M","-0.34%"
"09/29/2022","0.0829","0.0848","0.0857","0.0808","44.93M","-2.34%"
"09/28/2022","0.0848","0.0814","0.0900","0.0791","72.52M","4.16%"
"09/27/2022","0.0814","0.0814","0.1153","0.0799","36.59M","0.11%"
"09/26/2022","0.0814","0.0803","0.0886","0.0794","33.72M","1.37%"
"09/25/2022","0.0803","0.0823","0.0841","0.0801","34.22M","-2.52%"
"09/24/2022","0.0823","0.0853","0.0901","0.0822","36.99M","-3.42%"
"09/23/2022","0.0852","0.0827","0.2800","0.0819","38.03M","3.02%"
"09/22/2022","0.0827","0.0807","0.0856","0.0793","30.54M","3.99%"
"09/21/2022","0.0796","0.0825","0.0868","0.0780","49.50M","-3.56%"
"09/20/2022","0.0825","0.0826","0.0869","0.0810","33.19M","-0.10%"
"09/19/2022","0.0826","0.0809","0.0868","0.0798","39.39M","2.14%"
"09/18/2022","0.0809","0.0886","0.0888","0.0805","38.41M","-8.74%"
"09/17/2022","0.0886","0.0865","0.0899","0.0864","30.13M","2.43%"
"09/16/2022","0.0865","0.0917","0.0921","0.0856","59.60M","-5.66%"
"09/15/2022","0.0917","0.0914","0.0989","0.0871","72.40M","0.37%"
"09/14/2022","0.0914","0.0850","0.0977","0.0833","68.18M","7.43%"
"09/13/2022","0.0850","0.0906","0.0914","0.0832","38.98M","-5.36%"
"09/12/2022","0.0899","0.0945","0.0983","0.0884","44.93M","-4.72%"
"09/11/2022","0.0943","0.0980","0.1009","0.0912","34.41M","-4.34%"
"09/10/2022","0.0986","0.0937","0.1030","0.0919","51.16M","5.22%"
"09/09/2022","0.0937","0.0928","0.0965","0.0898","45.47M","0.74%"
"09/08/2022","0.0930","0.0972","0.0995","0.0893","77.97M","-4.29%"
"09/07/2022","0.0972","0.0770","0.1033","0.0758","275.34M","26.23%"
"09/06/2022","0.0770","0.0819","0.0840","0.0759","42.13M","-5.91%"
"09/05/2022","0.0818","0.0828","0.0834","0.0795","32.86M","-1.20%"
"09/04/2022","0.0828","0.0824","0.0830","0.0802","34.04M","0.54%"
"09/03/2022","0.0824","0.0807","0.0845","0.0799","32.70M","2.16%"
"09/02/2022","0.0806","0.0818","0.0854","0.0802","41.84M","-1.44%"
"09/01/2022","0.0818","0.0811","0.0822","0.0792","37.65M","0.87%"
"08/31/2022","0.0811","0.0801","0.0839","0.0801","35.64M","1.29%"
"08/30/2022","0.0801","0.0843","0.0854","0.0786","32.85M","-5.04%"
"08/29/2022","0.0843","0.0777","0.0846","0.0775","32.02M","8.49%"
"08/28/2022","0.0777","0.0850","0.0851","0.0775","38.11M","-8.53%"
"08/27/2022","0.0850","0.0856","0.0863","0.0834","33.37M","-0.74%"
"08/26/2022","0.0856","0.0911","0.0911","0.0842","38.93M","-6.07%"
"08/25/2022","0.0911","0.0907","0.0929","0.0899","30.53M","0.41%"
"08/24/2022","0.0908","0.0918","0.0935","0.0892","28.44M","-1.06%"
"08/23/2022","0.0917","0.0894","0.0960","0.0878","52.43M","2.55%"
"08/22/2022","0.0894","0.0888","0.0895","0.0847","40.20M","0.72%"
"08/21/2022","0.0888","0.0853","0.0951","0.0850","47.95M","4.19%"
"08/20/2022","0.0852","0.0842","0.0883","0.0823","41.26M","1.49%"
"08/19/2022","0.0840","0.0944","0.0944","0.0832","48.33M","-11.04%"
"08/18/2022","0.0944","0.1020","0.1027","0.0940","44.80M","-7.42%"
"08/17/2022","0.1020","0.1075","0.1128","0.0987","57.30M","-5.12%"
"08/16/2022","0.1075","0.1003","0.1177","0.1002","166.29M","7.14%"
"08/15/2022","0.1003","0.0994","0.1049","0.0954","48.52M","0.95%"
"08/14/2022","0.0994","0.1005","0.1050","0.0966","45.89M","-1.08%"
"08/13/2022","0.1005","0.1036","0.1053","0.1002","42.63M","-3.06%"
"08/12/2022","0.1036","0.0968","0.1042","0.0952","43.50M","7.10%"
"08/11/2022","0.0968","0.0997","0.1030","0.0963","47.01M","-2.94%"
"08/10/2022","0.0997","0.0957","0.0998","0.0923","51.83M","4.19%"
"08/09/2022","0.0957","0.1019","0.1028","0.0937","46.32M","-6.05%"
"08/08/2022","0.1019","0.1042","0.1052","0.1011","58.58M","-2.25%"
"08/07/2022","0.1042","0.1017","0.1051","0.1000","47.35M","2.44%"
"08/06/2022","0.1017","0.1008","0.1039","0.1000","38.75M","0.92%"
"08/05/2022","0.1008","0.0963","0.1013","0.0963","49.67M","4.66%"
"08/04/2022","0.0963","0.0956","0.1050","0.0928","95.20M","0.72%"
"08/03/2022","0.0956","0.0925","0.0979","0.0906","48.61M","3.32%"
"08/02/2022","0.0925","0.0947","0.0971","0.0912","54.77M","-2.24%"
"08/01/2022","0.0947","0.0957","0.1047","0.0905","71.81M","-1.05%"
"07/31/2022","0.0957","0.0872","0.1048","0.0870","108.32M","9.72%"
"07/30/2022","0.0872","0.0859","0.0941","0.0859","63.03M","1.47%"
"07/29/2022","0.0859","0.0870","0.0900","0.0837","63.45M","-1.21%"
"07/28/2022","0.0870","0.0811","0.0915","0.0798","61.98M","7.40%"
"07/27/2022","0.0810","0.0769","0.0816","0.0754","50.11M","5.46%"
"07/26/2022","0.0768","0.0772","0.0813","0.0747","35.79M","-0.59%"
"07/25/2022","0.0772","0.0862","0.0862","0.0772","37.87M","-10.38%"
"07/24/2022","0.0862","0.0839","0.0878","0.0826","35.12M","2.71%"
"07/23/2022","0.0839","0.0823","0.0861","0.0811","34.27M","2.00%"
"07/22/2022","0.0823","0.0853","0.0886","0.0818","41.02M","-3.58%"
"07/21/2022","0.0853","0.0835","0.0866","0.0802","46.53M","2.17%"
"07/20/2022","0.0835","0.0875","0.0932","0.0830","87.46M","-4.59%"
"07/19/2022","0.0875","0.0845","0.0908","0.0831","76.68M","3.51%"
"07/18/2022","0.0846","0.0794","0.0859","0.0794","55.05M","6.49%"
"07/17/2022","0.0794","0.0812","0.0840","0.0787","42.27M","-2.18%"
"07/16/2022","0.0812","0.0767","0.0824","0.0761","80.13M","5.82%"
"07/15/2022","0.0767","0.0768","0.0798","0.0752","54.65M","-0.13%"
"07/14/2022","0.0768","0.0742","0.0801","0.0737","68.53M","3.58%"
"07/13/2022","0.0742","0.0685","0.0743","0.0668","51.80M","8.22%"
"07/12/2022","0.0685","0.0719","0.0747","0.0682","50.78M","-4.74%"
"07/11/2022","0.0719","0.0770","0.0772","0.0717","40.55M","-6.55%"
"07/10/2022","0.0770","0.0817","0.0819","0.0765","52.49M","-5.84%"
"07/09/2022","0.0817","0.0789","0.0835","0.0788","41.81M","3.66%"
"07/08/2022","0.0789","0.0813","0.0832","0.0763","53.19M","-2.99%"
"07/07/2022","0.0813","0.0756","0.0826","0.0750","66.07M","7.36%"
"07/06/2022","0.0757","0.0761","0.0777","0.0731","52.15M","-0.46%"
"07/05/2022","0.0761","0.0770","0.0786","0.0718","44.17M","-1.21%"
"07/04/2022","0.0770","0.0741","0.0775","0.0724","37.00M","3.94%"
"07/03/2022","0.0741","0.0762","0.0769","0.0718","50.55M","-2.83%"
"07/02/2022","0.0762","0.0738","0.0806","0.0724","52.82M","3.21%"
"07/01/2022","0.0739","0.0745","0.0774","0.0728","43.23M","-0.70%"
"06/30/2022","0.0744","0.0767","0.0769","0.0688","50.64M","-2.99%"
"06/29/2022","0.0767","0.0761","0.0793","0.0733","56.46M","0.78%"
"06/28/2022","0.0761","0.0823","0.0842","0.0754","57.83M","-7.51%"
"06/27/2022","0.0823","0.0823","0.0864","0.0797","84.15M","0.00%"
"06/26/2022","0.0823","0.0887","0.0946","0.0820","73.51M","-7.22%"
"06/25/2022","0.0887","0.0903","0.0966","0.0866","91.66M","-1.83%"
"06/24/2022","0.0903","0.0819","0.0912","0.0819","85.93M","10.29%"
"06/23/2022","0.0819","0.0814","0.0840","0.0797","85.69M","0.65%"
"06/22/2022","0.0814","0.0817","0.0879","0.0790","68.58M","-0.40%"
"06/21/2022","0.0817","0.0801","0.0875","0.0800","68.88M","1.99%"
"06/20/2022","0.0801","0.0792","0.0827","0.0744","71.80M","1.21%"
"06/19/2022","0.0792","0.0750","0.0806","0.0707","52.86M","5.58%"
"06/18/2022","0.0750","0.0802","0.0897","0.0664","127.86M","-6.45%"
"06/17/2022","0.0802","0.0831","0.0848","0.0764","104.72M","-3.51%"
"06/16/2022","0.0831","0.1077","0.1091","0.0812","102.04M","-22.88%"
"06/15/2022","0.1077","0.1095","0.1096","0.0856","134.83M","-1.67%"
"06/14/2022","0.1095","0.1097","0.1146","0.1019","41.18M","-0.08%"
"06/13/2022","0.1096","0.1137","0.1178","0.1039","59.41M","-3.57%"
"06/12/2022","0.1137","0.1360","0.1376","0.1137","67.12M","-16.38%"
"06/11/2022","0.1360","0.1441","0.1500","0.1337","32.48M","-5.66%"
"06/10/2022","0.1441","0.1542","0.1673","0.1436","47.07M","-6.55%"
"06/09/2022","0.1542","0.1502","0.1658","0.1490","41.70M","2.65%"
"06/08/2022","0.1502","0.1526","0.1734","0.1491","47.56M","-1.51%"
"06/07/2022","0.1525","0.1489","0.1639","0.1391","62.22M","2.46%"
"06/06/2022","0.1489","0.1470","0.1572","0.1469","33.85M","1.28%"
"06/05/2022","0.1470","0.1528","0.1536","0.1444","33.46M","-3.82%"
"06/04/2022","0.1528","0.1533","0.1543","0.1493","26.83M","-0.27%"
"06/03/2022","0.1532","0.1635","0.1656","0.1513","36.47M","-6.27%"
"06/02/2022","0.1635","0.1526","0.1649","0.1500","32.96M","7.12%"
"06/01/2022","0.1526","0.1693","0.1738","0.1502","29.90M","-9.89%"
"05/31/2022","0.1694","0.1672","0.1736","0.1619","28.67M","1.28%"
"05/30/2022","0.1672","0.1591","0.1737","0.1582","28.03M","4.91%"
"05/29/2022","0.1594","0.1567","0.1690","0.1548","44.81M","1.73%"
"05/28/2022","0.1567","0.1395","0.1661","0.1384","55.99M","12.29%"
"05/27/2022","0.1395","0.1433","0.1514","0.1349","41.35M","-2.63%"
"05/26/2022","0.1433","0.1591","0.1622","0.1395","20.68M","-9.93%"
"05/25/2022","0.1591","0.1634","0.1657","0.1572","16.27M","-2.62%"
"05/24/2022","0.1634","0.1644","0.1683","0.1540","18.03M","-0.60%"
"05/23/2022","0.1644","0.1734","0.1801","0.1627","21.45M","-5.09%"
"05/22/2022","0.1732","0.1732","0.1757","0.1673","18.35M","0.00%"
"05/21/2022","0.1732","0.1683","0.1736","0.1657","11.96M","2.89%"
"05/20/2022","0.1683","0.1802","0.1827","0.1658","18.85M","-6.61%"
"05/19/2022","0.1802","0.1675","0.1832","0.1611","21.77M","7.65%"
"05/18/2022","0.1674","0.1897","0.1926","0.1672","19.57M","-11.69%"
"05/17/2022","0.1895","0.1839","0.1998","0.1781","27.92M","3.06%"
"05/16/2022","0.1839","0.1810","0.1871","0.1671","23.56M","1.61%"
"05/15/2022","0.1810","0.1723","0.1842","0.1689","20.28M","5.04%"
"05/14/2022","0.1723","0.1591","0.1801","0.1457","29.40M","8.28%"
"05/13/2022","0.1591","0.1417","0.1854","0.1395","26.17M","12.31%"
"05/12/2022","0.1417","0.1331","0.1836","0.1310","47.00M","6.50%"
"05/11/2022","0.1331","0.1979","0.2017","0.1210","44.17M","-32.78%"
"05/10/2022","0.1979","0.1950","0.2227","0.1883","32.40M","1.52%"
"05/09/2022","0.1950","0.2427","0.2469","0.1944","33.66M","-19.65%"
"05/08/2022","0.2426","0.2571","0.2599","0.2412","15.40M","-5.61%"
"05/07/2022","0.2571","0.2599","0.2698","0.2498","15.77M","-1.08%"
"05/06/2022","0.2599","0.2690","0.2701","0.2565","17.85M","-3.39%"
"05/05/2022","0.2690","0.2887","0.2964","0.2633","30.23M","-6.82%"
"05/04/2022","0.2887","0.2677","0.3042","0.2669","51.71M","7.83%"
"05/03/2022","0.2677","0.2632","0.2867","0.2595","21.46M","1.76%"
"05/02/2022","0.2631","0.2704","0.2780","0.2540","19.35M","-2.69%"
"05/01/2022","0.2704","0.2580","0.2738","0.2511","16.46M","4.82%"
"04/30/2022","0.2580","0.2847","0.2871","0.2580","13.33M","-9.45%"
"04/29/2022","0.2849","0.3083","0.3090","0.2780","13.07M","-7.61%"
"04/28/2022","0.3084","0.3129","0.3209","0.3032","14.85M","-1.43%"
"04/27/2022","0.3129","0.3034","0.3353","0.3015","18.11M","3.13%"
"04/26/2022","0.3034","0.3356","0.3445","0.2997","22.35M","-9.49%"
"04/25/2022","0.3352","0.3435","0.3553","0.3209","55.12M","-2.12%"
"04/24/2022","0.3425","0.3188","0.3584","0.3165","56.37M","7.46%"
"04/23/2022","0.3187","0.3216","0.3351","0.3153","15.09M","-0.85%"
"04/22/2022","0.3214","0.3234","0.3318","0.3164","11.57M","-0.59%"
"04/21/2022","0.3234","0.3364","0.3482","0.3169","17.26M","-3.86%"
