"DateTime","BTC","ETH","USDT","BNB","SOL","Others"
"2018-10-14 03:00:00",108921493433.35352,20479177355.220295,2673590360.563579,1121155808.7927647,0,68719921514.53984
"2018-10-21 03:00:00",112492164597.14844,21092979491.579937,2043920961.914918,1276303839.5632315,0,72767898092.76349
"2018-10-28 03:00:00",112442610027.771,21031676023.466167,1917218502.5846932,1265404062.9664946,0,72493746946.79166
"2018-11-04 02:00:00",110494346280.88037,20612531019.157764,1774680066.3746846,1246768788.0166626,0,72867900254.18053
"2018-11-11 02:00:00",111402667266.66748,21911583370.286255,1771453282.3603988,1251278885.5519295,0,77135198052.94394
"2018-11-18 02:00:00",96636067730.50781,17986209056.47304,1730455043.8918073,1012190701.7051744,0,66054949199.492165
"2018-11-25 02:00:00",67495909376.89209,11697896649.011847,1767539107.9627035,665116455.2337813,0,44518136219.219574
"2018-12-02 02:00:00",73103624621.94965,12246074288.014063,1856127402.9296615,689724736.8499112,0,48067930483.82671
"2018-12-09 02:00:00",60481004015.52807,9542449873.006485,1888186415.4485211,616644937.77171,0,37945027040.75522
"2018-12-16 02:00:00",56392207666.91911,8769607065.256662,1865740610.22934,597777253.629803,0,34465352306.635086
"2018-12-23 02:00:00",70116295669.58743,12190954872.851755,1884938319.8816204,775824602.1667604,0,47123307845.35243
"2018-12-30 02:00:00",66706731183.86826,14325112811.647661,1914864922.5271719,764203723.2682331,0,45481550058.64867
"2019-01-06 02:00:00",67006053968.08664,16237236866.33314,1900206476.1133099,793710266.3248917,0,45491734494.46202
"2019-01-13 02:00:00",63951617854.33785,13137238653.244032,1968418157.2900758,781515697.2172756,0,42235384655.43076
"2019-01-20 02:00:00",65159494467.42893,13019799097.659668,2050228574.2649496,858606694.9709917,0,43161077838.25546
"2019-01-27 02:00:00",63093875787.77317,12184594599.159096,2038602965.9203424,904623729.5381008,0,41959864595.84929
"2019-02-03 02:00:00",61588918669.53736,11567052751.348658,2022768280.8260322,889494818.1351931,0,39687140294.92276
"2019-02-10 02:00:00",64389753659.839874,12513573147.909008,2023520026.931776,1250272710.489188,0,41593020643.18015
"2019-02-17 02:00:00",63736028655.89692,12920355294.027979,2030511100.2927232,1289540696.3891644,0,41000589465.92322
"2019-02-24 02:00:00",72772318880.9877,16681863328.652292,2039149977.9315195,1524397301.0001452,0,48113797054.17834
"2019-03-03 02:00:00",67850503782.43151,14164562612.40161,2040316121.3248239,1672266808.2662637,0,44676078510.315796
"2019-03-10 02:00:00",69724795687.61182,14532501838.440306,2011641529.186789,2056489699.6068666,0,46864695708.73422
"2019-03-17 02:00:00",71210263478.31247,14972861114.346607,2023048349.9421782,2271406545.2558594,0,50235644112.14288
"2019-03-24 02:00:00",71044348339.36627,14573095735.63324,2036815720.8298013,2151674293.7854104,0,50951107236.92528
"2019-03-31 02:00:00",72360880278.26796,14993087937.77362,2029665840.2843192,2381796010.6631346,0,52300707125.99097
"2019-04-07 03:00:00",89207416874.64627,17527453358.610107,2085680195.2049425,2689463581.4248414,0,65206438367.88384
"2019-04-14 03:00:00",89840955121.92606,17367737102.0502,2434703203.782733,2639514039.6858807,0,60428447999.035126
